"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"0540 Sør-Aurdal";"0001 Aleneboende";"2007";"Husholdninger";515
"0540 Sør-Aurdal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";168000
"0540 Sør-Aurdal";"0001 Aleneboende";"2008";"Husholdninger";509
"0540 Sør-Aurdal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";184000
"0540 Sør-Aurdal";"0001 Aleneboende";"2009";"Husholdninger";529
"0540 Sør-Aurdal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";189000
"0540 Sør-Aurdal";"0001 Aleneboende";"2010";"Husholdninger";534
"0540 Sør-Aurdal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";199000
"0540 Sør-Aurdal";"0001 Aleneboende";"2011";"Husholdninger";525
"0540 Sør-Aurdal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";209000
"0540 Sør-Aurdal";"0001 Aleneboende";"2012";"Husholdninger";550
"0540 Sør-Aurdal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";222000
"0540 Sør-Aurdal";"0002 Par uten barn";"2005";"Husholdninger";300
"0540 Sør-Aurdal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";319000
"0540 Sør-Aurdal";"0002 Par uten barn";"2006";"Husholdninger";315
"0540 Sør-Aurdal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";334000
"0540 Sør-Aurdal";"0002 Par uten barn";"2007";"Husholdninger";333
"0540 Sør-Aurdal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";378000
"0540 Sør-Aurdal";"0002 Par uten barn";"2008";"Husholdninger";344
"0540 Sør-Aurdal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";401000
"0540 Sør-Aurdal";"0002 Par uten barn";"2009";"Husholdninger";339
"0540 Sør-Aurdal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";404000
"0540 Sør-Aurdal";"0002 Par uten barn";"2010";"Husholdninger";359
"0540 Sør-Aurdal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";430000
"0540 Sør-Aurdal";"0002 Par uten barn";"2011";"Husholdninger";358
"0540 Sør-Aurdal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";460000
"0540 Sør-Aurdal";"0002 Par uten barn";"2012";"Husholdninger";374
"0540 Sør-Aurdal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";490000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";290
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";488000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";277
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";494000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";264
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";538000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";266
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";569000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";273
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";568000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";271
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";609000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";271
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";631000
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";270
"0540 Sør-Aurdal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";650000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";56
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";259000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";58
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";280000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";59
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";298000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";55
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";310000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";56
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";310000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";55
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";293000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";53
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";323000
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";51
"0540 Sør-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";291000
"0541 Etnedal";"0000 Alle husholdninger";"2005";"Husholdninger";632
"0541 Etnedal";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";258000
"0541 Etnedal";"0000 Alle husholdninger";"2006";"Husholdninger";639
"0541 Etnedal";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";264000
"0541 Etnedal";"0000 Alle husholdninger";"2007";"Husholdninger";635
"0541 Etnedal";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";297000
"0541 Etnedal";"0000 Alle husholdninger";"2008";"Husholdninger";629
"0541 Etnedal";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";312000
"0541 Etnedal";"0000 Alle husholdninger";"2009";"Husholdninger";623
"0541 Etnedal";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";324000
"0541 Etnedal";"0000 Alle husholdninger";"2010";"Husholdninger";631
"0541 Etnedal";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";327000
"0541 Etnedal";"0000 Alle husholdninger";"2011";"Husholdninger";663
"0541 Etnedal";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";329000
"0541 Etnedal";"0000 Alle husholdninger";"2012";"Husholdninger";690
"0541 Etnedal";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";324000
"0541 Etnedal";"0001 Aleneboende";"2005";"Husholdninger";270
"0541 Etnedal";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";152000
"0541 Etnedal";"0001 Aleneboende";"2006";"Husholdninger";278
"0541 Etnedal";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";156000
"0541 Etnedal";"0001 Aleneboende";"2007";"Husholdninger";273
"0541 Etnedal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";174000
"0541 Etnedal";"0001 Aleneboende";"2008";"Husholdninger";274
"0541 Etnedal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";186000
"0541 Etnedal";"0001 Aleneboende";"2009";"Husholdninger";266
"0541 Etnedal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";188000
"0541 Etnedal";"0001 Aleneboende";"2010";"Husholdninger";268
"0541 Etnedal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";197000
"0541 Etnedal";"0001 Aleneboende";"2011";"Husholdninger";315
"0541 Etnedal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";201000
"0541 Etnedal";"0001 Aleneboende";"2012";"Husholdninger";336
"0541 Etnedal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";202000
"0541 Etnedal";"0002 Par uten barn";"2005";"Husholdninger";150
"0541 Etnedal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";297000
"0541 Etnedal";"0002 Par uten barn";"2006";"Husholdninger";139
"0541 Etnedal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";324000
"0541 Etnedal";"0002 Par uten barn";"2007";"Husholdninger";147
"0541 Etnedal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";358000
"0541 Etnedal";"0002 Par uten barn";"2008";"Husholdninger";143
"0541 Etnedal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";389000
"0541 Etnedal";"0002 Par uten barn";"2009";"Husholdninger";139
"0541 Etnedal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";376000
"0541 Etnedal";"0002 Par uten barn";"2010";"Husholdninger";135
"0541 Etnedal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";384000
"0541 Etnedal";"0002 Par uten barn";"2011";"Husholdninger";130
"0541 Etnedal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";434000
"0541 Etnedal";"0002 Par uten barn";"2012";"Husholdninger";137
"0541 Etnedal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";456000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";124
"0541 Etnedal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";432000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";118
"0541 Etnedal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";443000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";115
"0541 Etnedal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";484000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";112
"0541 Etnedal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";524000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";114
"0541 Etnedal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";546000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";116
"0541 Etnedal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";565000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";120
"0541 Etnedal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";583000
"0541 Etnedal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";109
"0541 Etnedal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";614000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";19
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";249000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";28
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";275000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";28
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";294000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";31
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";321000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";30
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";320000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";28
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";335000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";23
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";334000
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";28
"0541 Etnedal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";335000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2005";"Husholdninger";2788
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";292000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2006";"Husholdninger";2835
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";311000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2007";"Husholdninger";2871
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";336000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2008";"Husholdninger";2871
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";359000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2009";"Husholdninger";2884
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";357000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2010";"Husholdninger";2886
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";371000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2011";"Husholdninger";2927
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";389000
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2012";"Husholdninger";2962
"0542 Nord-Aurdal";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";399000
"0542 Nord-Aurdal";"0001 Aleneboende";"2005";"Husholdninger";1111
"0542 Nord-Aurdal";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";162000
"0542 Nord-Aurdal";"0001 Aleneboende";"2006";"Husholdninger";1101
"0542 Nord-Aurdal";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";173000
"0542 Nord-Aurdal";"0001 Aleneboende";"2007";"Husholdninger";1140
"0542 Nord-Aurdal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";192000
"0542 Nord-Aurdal";"0001 Aleneboende";"2008";"Husholdninger";1131
"0542 Nord-Aurdal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";201000
"0542 Nord-Aurdal";"0001 Aleneboende";"2009";"Husholdninger";1173
"0542 Nord-Aurdal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";204000
"0542 Nord-Aurdal";"0001 Aleneboende";"2010";"Husholdninger";1174
"0542 Nord-Aurdal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";214000
"0542 Nord-Aurdal";"0001 Aleneboende";"2011";"Husholdninger";1216
"0542 Nord-Aurdal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";222000
"0542 Nord-Aurdal";"0001 Aleneboende";"2012";"Husholdninger";1248
"0542 Nord-Aurdal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";230000
"0542 Nord-Aurdal";"0002 Par uten barn";"2005";"Husholdninger";674
"0542 Nord-Aurdal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";369000
"0542 Nord-Aurdal";"0002 Par uten barn";"2006";"Husholdninger";711
"0542 Nord-Aurdal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";380000
"0542 Nord-Aurdal";"0002 Par uten barn";"2007";"Husholdninger";730
"0542 Nord-Aurdal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";415000
"0542 Nord-Aurdal";"0002 Par uten barn";"2008";"Husholdninger";725
"0542 Nord-Aurdal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";450000
"0542 Nord-Aurdal";"0002 Par uten barn";"2009";"Husholdninger";730
"0542 Nord-Aurdal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";459000
"0542 Nord-Aurdal";"0002 Par uten barn";"2010";"Husholdninger";717
"0542 Nord-Aurdal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";480000
"0542 Nord-Aurdal";"0002 Par uten barn";"2011";"Husholdninger";713
"0542 Nord-Aurdal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";502000
"0542 Nord-Aurdal";"0002 Par uten barn";"2012";"Husholdninger";715
"0542 Nord-Aurdal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";525000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";552
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";473000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";572
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";492000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";577
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";535000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";573
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";568000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";570
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";578000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";573
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";598000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";569
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";615000
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";546
"0542 Nord-Aurdal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";637000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";136
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";271000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";140
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";274000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";141
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";313000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";137
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";309000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";126
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";306000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";128
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";323000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";125
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";330000
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";148
"0542 Nord-Aurdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";349000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2005";"Husholdninger";944
"0543 Vestre Slidre";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";290000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2006";"Husholdninger";957
"0543 Vestre Slidre";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";297000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2007";"Husholdninger";966
"0543 Vestre Slidre";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";312000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2008";"Husholdninger";963
"0543 Vestre Slidre";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";351000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2009";"Husholdninger";989
"0543 Vestre Slidre";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";354000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2010";"Husholdninger";984
"0543 Vestre Slidre";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";365000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2011";"Husholdninger";1005
"0543 Vestre Slidre";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";376000
"0543 Vestre Slidre";"0000 Alle husholdninger";"2012";"Husholdninger";994
"0543 Vestre Slidre";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";402000
"0543 Vestre Slidre";"0001 Aleneboende";"2005";"Husholdninger";370
"0543 Vestre Slidre";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";165000
"0543 Vestre Slidre";"0001 Aleneboende";"2006";"Husholdninger";364
"0543 Vestre Slidre";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";172000
"0543 Vestre Slidre";"0001 Aleneboende";"2007";"Husholdninger";381
"0543 Vestre Slidre";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";182000
"0543 Vestre Slidre";"0001 Aleneboende";"2008";"Husholdninger";373
"0543 Vestre Slidre";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";198000
"0543 Vestre Slidre";"0001 Aleneboende";"2009";"Husholdninger";403
"0543 Vestre Slidre";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";201000
"0543 Vestre Slidre";"0001 Aleneboende";"2010";"Husholdninger";392
"0543 Vestre Slidre";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";203000
"0543 Vestre Slidre";"0001 Aleneboende";"2011";"Husholdninger";417
"0543 Vestre Slidre";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";213000
"0543 Vestre Slidre";"0001 Aleneboende";"2012";"Husholdninger";402
"0543 Vestre Slidre";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";222000
"0543 Vestre Slidre";"0002 Par uten barn";"2005";"Husholdninger";211
"0543 Vestre Slidre";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";341000
"0543 Vestre Slidre";"0002 Par uten barn";"2006";"Husholdninger";223
"0543 Vestre Slidre";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";359000
"0543 Vestre Slidre";"0002 Par uten barn";"2007";"Husholdninger";215
"0543 Vestre Slidre";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";397000
"0543 Vestre Slidre";"0002 Par uten barn";"2008";"Husholdninger";221
"0543 Vestre Slidre";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";426000
"0543 Vestre Slidre";"0002 Par uten barn";"2009";"Husholdninger";221
"0543 Vestre Slidre";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";443000
"0543 Vestre Slidre";"0002 Par uten barn";"2010";"Husholdninger";225
"0543 Vestre Slidre";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";469000
"0543 Vestre Slidre";"0002 Par uten barn";"2011";"Husholdninger";237
"0543 Vestre Slidre";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";499000
"0543 Vestre Slidre";"0002 Par uten barn";"2012";"Husholdninger";234
"0543 Vestre Slidre";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";508000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2005";"Husholdninger";191
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";473000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2006";"Husholdninger";193
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";485000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2007";"Husholdninger";197
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";525000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2008";"Husholdninger";197
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";566000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2009";"Husholdninger";202
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";585000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2010";"Husholdninger";198
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";603000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2011";"Husholdninger";192
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";631000
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2012";"Husholdninger";186
"0543 Vestre Slidre";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";643000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";50
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";286000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";54
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";268000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";48
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";280000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";51
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";318000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";47
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";330000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";44
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";312000
"0543 Vestre Slidre";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";45
